ID,seed_noun,source,translation,human eval,to_keep,prompt,response
47.0,counsellors,"The counsellors at the Court of Cassation, Bruno Cotte, Christine Chanet and Guy Joly, failed in their duty by not censuring the manifestly abusive use in the case of a law on publications intended for young people.","Die Berater am Kassationsgericht, Bruno Cotte, Christine Chanet und Guy Joly, haben ihre Pflicht vernachlässigt, indem sie den offenkundig missbräuchlichen Gebrauch in Bezug auf ein Gesetz über Veröffentlichungen für junge Menschen nicht gerügt haben.",1,1.0,"
If the following sentence contains the German translation for the English word 'counsellors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Berater am Kassationsgericht, Bruno Cotte, Christine Chanet und Guy Joly, haben ihre Pflicht vernachlässigt, indem sie den offenkundig missbräuchlichen Gebrauch in Bezug auf ein Gesetz über Veröffentlichungen für junge Menschen nicht gerügt haben.'
",The German translation for 'counsellors' in the sentence is 'Berater' which displays Masculine gender.
48.0,counsellors,"These principles must furthermore take precedence over geopolitical or economic considerations, which are always poor counsellors in these situations and which have provided such poor results in the past.","Diese Grundsätze müssen außerdem Vorrang vor geopolitischen oder wirtschaftlichen Überlegungen haben, die in solchen Situationen stets schlechte Ratgeber sind und bisher so schlechte Ergebnisse geliefert haben.",1,1.0,"
If the following sentence contains the German translation for the English word 'counsellors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Diese Grundsätze müssen außerdem Vorrang vor geopolitischen oder wirtschaftlichen Überlegungen haben, die in solchen Situationen stets schlechte Ratgeber sind und bisher so schlechte Ergebnisse geliefert haben.'
",Masculine
49.0,counsellors,Strong feelings are not always wise counsellors.,Starke Gefühle sind nicht immer weise Ratgeber.,1,1.0,"
If the following sentence contains the German translation for the English word 'counsellors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Starke Gefühle sind nicht immer weise Ratgeber.'
",Masculine
50.0,counsellors,"There is a need for urgent measures to strengthen prevention, such as training for lawyers, the police, judges and counsellors.","Es besteht ein Bedarf an dringenden Maßnahmen zur Stärkung der Prävention, wie beispielsweise Schulungen für Anwälte, die Polizei, Richter und Berater.",,0.0,N/A,N/A
51.0,counsellors,"I strongly agree that fear and mistrust are bad counsellors, and EU leaders should not be led by these emotions during the meetings tomorrow and the day after tomorrow.","Ich stimme nachdrücklich zu, dass Angst und Misstrauen schlechte Ratgeber sind und EU-Führungskräfte sich bei den morgigen und übermorgigen Treffen nicht von diesen Emotionen leiten lassen sollten.",,0.0,N/A,N/A
52.0,contractors,We need only think of the 'tangentopoli' scandal in Italy and of the front page story in the Financial Times a fortnight ago about the arrest in Germany of 15 senior civil servants for allegedly colluding with contractors to defraud the German taxpayer in connection with the construction of the second terminal at Frankfurt airport.,"Wir müssen nur an den 'Tangentopoli'-Skandal in Italien denken und an die Titelgeschichte in der Financial Times vor zwei Wochen über die Festnahme von 15 leitenden Beamten in Deutschland, die angeblich mit Auftragnehmern zusammengearbeitet haben, um den deutschen Steuerzahler beim Bau des zweiten Terminals am Flughafen Frankfurt zu betrügen.",1,1.0,"
If the following sentence contains the German translation for the English word 'contractors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir müssen nur an den 'Tangentopoli'-Skandal in Italien denken und an die Titelgeschichte in der Financial Times vor zwei Wochen über die Festnahme von 15 leitenden Beamten in Deutschland, die angeblich mit Auftragnehmern zusammengearbeitet haben, um den deutschen Steuerzahler beim Bau des zweiten Terminals am Flughafen Frankfurt zu betrügen.'
",The German translation for 'contractors' in the sentence is 'Auftragnehmern'. It displays Masculine gender.
53.0,contractors,"This new budgetary law will provide better protection for the Community's financial interests - I might mention, for example, the securities to be lodged by the recipients of advance payments, the obligation on contractors to provide auditor's certificates or the Commission's ability to bar contractors from tendering procedures if irregularities have been found in the past.","Dieses neue Haushaltsgesetz wird besseren Schutz für die finanziellen Interessen der Gemeinschaft bieten - beispielsweise könnte ich die Wertpapiere erwähnen, die von den Empfängern von Vorauszahlungen hinterlegt werden müssen, die Verpflichtung der Auftragnehmer, Wirtschaftsprüfungsbescheinigungen vorzulegen, oder die Fähigkeit der Kommission, Auftragnehmern bei festgestellten Unregelmäßigkeiten in der Vergangenheit von Ausschreibungsverfahren auszuschließen.",1,1.0,"
If the following sentence contains the German translation for the English word 'contractors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Dieses neue Haushaltsgesetz wird besseren Schutz für die finanziellen Interessen der Gemeinschaft bieten - beispielsweise könnte ich die Wertpapiere erwähnen, die von den Empfängern von Vorauszahlungen hinterlegt werden müssen, die Verpflichtung der Auftragnehmer, Wirtschaftsprüfungsbescheinigungen vorzulegen, oder die Fähigkeit der Kommission, Auftragnehmern bei festgestellten Unregelmäßigkeiten in der Vergangenheit von Ausschreibungsverfahren auszuschließen.'
",The German translation for the English word 'contractors' in this sentence is 'Auftragnehmer'. It displays Masculine gender.
54.0,contractors,"Responsibility rests with the public authorities, but the contractors are both public and non-public.","Die Verantwortung liegt bei den öffentlichen Behörden, aber die Auftragnehmer sind sowohl öffentliche als auch nicht-öffentliche.",1,1.0,"
If the following sentence contains the German translation for the English word 'contractors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Verantwortung liegt bei den öffentlichen Behörden, aber die Auftragnehmer sind sowohl öffentliche als auch nicht-öffentliche.'
",The German translation for 'contractors' in this sentence is 'Auftragnehmer'. This word is Masculine in German.
55.0,contractors,"Ladies and gentlemen, we are faced with a broader problem, that of the organisation of work characterised by the use of workers provided by temporary work agencies, the dividing up of the productive process, allocating it to contractors, subcontractors and self-employed workers and externalised and decentralised production methods in general.","Meine Damen und Herren, wir stehen vor einem breiteren Problem, nämlich der Organisation von Arbeit, die durch den Einsatz von Arbeitnehmern von Zeitarbeitsfirmen, die Aufteilung des Produktionsprozesses und die Zuweisung an Auftragnehmer, Subunternehmer und Selbständige sowie die externen und dezentralisierten Produktionsmethoden gekennzeichnet ist.",,0.0,N/A,N/A
56.0,contractors,"If some of the contractors feel he acted too precipitately, then they have their civil court rights.","Wenn einige der Auftragnehmer das Gefühl haben, dass er zu überstürzt gehandelt hat, dann haben sie ihre Rechte vor dem Zivilgericht.",,0.0,N/A,N/A
57.0,coordinators,"And yet, in my first mandate as a democratically elected Member of the European Parliament, I find that I have been excluded from coordinators' meetings, that I do not have a voice on the Conference of Presidents.","Und dennoch finde ich in meiner ersten Amtszeit als demokratisch gewähltes Mitglied des Europäischen Parlaments, dass ich von Koordinatorensitzungen ausgeschlossen wurde und dass ich keine Stimme in der Konferenz der Präsidenten habe.",1,1.0,"
If the following sentence contains the German translation for the English word 'coordinators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Und dennoch finde ich in meiner ersten Amtszeit als demokratisch gewähltes Mitglied des Europäischen Parlaments, dass ich von Koordinatorensitzungen ausgeschlossen wurde und dass ich keine Stimme in der Konferenz der Präsidenten habe.'
","The German translation for 'coordinators' in the sentence is 'Koordinatoren', which displays Masculine gender."
58.0,coordinators,"It is for that reason, Mr President – and I take the liberty of insisting on this point this morning – that I have taken the decision to propose the appointment of coordinators to the Council and Parliament. These coordinators will be made responsible precisely for ensuring that every effort is made along the whole length of the corridor – they are essentially rail corridors and also river corridors – to guarantee the cohesion of the corridor, within the time allowed.","Aus diesem Grund, Herr Präsident – und ich nehme mir die Freiheit, heute Morgen auf diesem Punkt zu bestehen – habe ich die Entscheidung getroffen, die Ernennung von Koordinatoren für den Rat und das Parlament vorzuschlagen. Diese Koordinatoren werden dafür verantwortlich sein, sicherzustellen, dass alle Anstrengungen entlang der gesamten Länge des Korridors unternommen werden – es handelt sich im Wesentlichen um Schienenkorridore und auch um Flusskorridore – um die Kohäsion des Korridors innerhalb der vorgegebenen Zeit zu garantieren.",1,1.0,"
If the following sentence contains the German translation for the English word 'coordinators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Aus diesem Grund, Herr Präsident – und ich nehme mir die Freiheit, heute Morgen auf diesem Punkt zu bestehen – habe ich die Entscheidung getroffen, die Ernennung von Koordinatoren für den Rat und das Parlament vorzuschlagen. Diese Koordinatoren werden dafür verantwortlich sein, sicherzustellen, dass alle Anstrengungen entlang der gesamten Länge des Korridors unternommen werden – es handelt sich im Wesentlichen um Schienenkorridore und auch um Flusskorridore – um die Kohäsion des Korridors innerhalb der vorgegebenen Zeit zu garantieren.'
","The German translation for the English word 'coordinators' is 'Koordinatoren', which is Masculine."
